Player,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-Ins taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (TO),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (TO),GCA (Sh),GCA (Fld),GCA (Def),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Challenges Lost,Blocks,Shots Blocked,Rival Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Position,Age,Country,Club,url,Minutes,DetailedPosition
Diogo Leite,0.0,0.03,0.03,0.0,0.0,0.0,0.22,0.03,0.05,0.05,0.02,0.07,0.91,4.99,0.62,Shooting,0.66,0.09,14.3%,0.0,0.0,12.4,0.0,0.08,-0.05,-0.05,Passing,42.6,54.42,78.3%,829.72,294.84,14.98,17.48,85.7%,22.16,25.84,85.7%,4.84,9.36,51.7%,0.03,0.25,4.49,0.12,0.03,Pass Types,51.3,2.93,1.47,0.0,0.37,0.22,0.19,0.0,0.0,0.0,0.0,0.19,0.56,Goal and Shot Creation,1.09,0.87,0.0,0.03,0.06,0.12,0.0,0.16,0.12,0.0,0.0,0.0,0.03,0.0,Defense,1.65,0.97,1.0,0.59,0.06,1.0,1.72,58.2%,0.72,0.75,0.34,0.41,1.09,2.75,4.15,0.06,Possession,65.38,7.21,27.96,33.2,4.68,1.15,65.38,0.25,0.06,25.0%,0.09,37.5%,35.48,178.41,103.95,0.81,0.06,0.81,0.31,38.6,Miscellaneous Stats,0.0,1.69,1.28,0.09,0.03,0.09,0.0,5.49,3.0,1.9,61.1%,DF,24-217,POR,Union Berlin,https://fbref.com/en/players/c4987edc/Diogo-Leite,2884,Centre-Back
Kevin Behrens,0.55,0.0,0.55,0.55,0.0,0.0,0.32,0.0,0.33,0.33,0.06,0.4,0.65,3.98,5.27,Shooting,2.22,0.97,43.8%,0.25,0.57,10.9,0.0,0.15,0.22,0.22,Passing,15.76,27.18,58.0%,232.65,66.98,9.11,14.24,64.0%,4.71,8.0,59.0%,1.16,1.66,69.4%,0.08,1.2,2.13,1.2,0.05,Pass Types,26.67,0.37,0.0,0.14,0.0,0.51,0.14,0.0,0.0,0.0,0.0,0.14,0.69,Goal and Shot Creation,2.82,2.17,0.0,0.18,0.0,0.42,0.05,0.42,0.23,0.0,0.09,0.0,0.09,0.0,Defense,0.55,0.32,0.18,0.18,0.18,0.23,1.11,20.8%,0.88,0.97,0.23,0.74,0.14,0.69,1.53,0.0,Possession,39.34,1.8,3.1,18.58,17.94,5.08,39.34,1.2,0.6,50.0%,0.42,34.6%,17.89,74.38,21.22,0.6,0.28,2.73,1.25,29.4,Miscellaneous Stats,0.0,1.99,1.53,0.6,0.05,0.0,0.0,2.68,9.8,8.55,53.4%,FW,32-206,GER,Union Berlin,https://fbref.com/en/players/30ae134d/Kevin-Behrens,1947,Centre-Forward
Aïssa Laïdouni,0.11,0.11,0.22,0.11,0.0,0.0,0.39,0.0,0.07,0.07,0.09,0.16,1.23,4.14,3.02,Shooting,0.67,0.17,25.0%,0.17,0.67,18.0,0.06,0.1,0.04,0.04,Passing,26.66,34.71,76.8%,471.47,140.14,12.3,14.25,86.3%,10.84,13.53,80.2%,2.96,4.64,63.9%,0.1,0.78,2.68,1.29,0.28,Pass Types,32.98,1.57,0.5,0.28,0.11,1.4,0.22,0.39,0.11,0.11,0.0,0.17,1.17,Goal and Shot Creation,2.52,1.4,0.11,0.22,0.11,0.61,0.06,0.39,0.22,0.0,0.0,0.0,0.17,0.0,Defense,1.9,1.23,0.78,1.01,0.11,0.73,2.07,35.1%,1.34,2.29,0.39,1.9,0.95,2.85,0.56,0.0,Possession,46.79,1.51,10.01,24.43,13.47,1.23,46.79,3.13,1.45,46.4%,1.34,42.9%,30.35,146.12,64.4,0.95,0.06,2.18,1.17,29.12,Miscellaneous Stats,0.0,1.34,3.07,0.06,0.06,0.06,0.0,7.32,0.89,0.78,53.3%,MF,26-258,TUN,Union Berlin,https://fbref.com/en/players/22798128/Aissa-Laidouni,1610,Central Midfield
Brenden Aaronson,0.0,0.13,0.13,0.0,0.0,0.0,0.08,0.04,0.11,0.11,0.17,0.29,1.52,3.34,5.41,Shooting,1.52,0.3,19.4%,0.0,0.0,18.2,0.08,0.08,-0.11,-0.11,Passing,22.0,29.39,74.9%,276.59,81.34,13.01,15.8,82.4%,5.36,6.93,77.4%,0.89,2.41,36.8%,0.1,1.82,1.9,0.68,0.17,Pass Types,26.27,3.08,1.01,0.3,0.08,2.53,0.13,1.31,0.68,0.34,0.04,0.04,1.01,Goal and Shot Creation,3.51,2.15,0.59,0.21,0.21,0.34,0.0,0.3,0.17,0.04,0.0,0.04,0.04,0.0,Defense,1.6,0.63,0.68,0.72,0.21,0.55,1.52,36.1%,0.97,1.56,0.13,1.44,0.17,1.77,0.21,0.04,Possession,42.36,0.51,4.43,18.25,20.31,2.62,42.36,3.55,1.1,31.0%,1.82,51.2%,25.21,130.08,54.14,1.14,0.51,2.66,2.91,28.04,Miscellaneous Stats,0.04,0.51,2.03,0.13,0.0,0.0,0.0,4.77,0.3,1.56,15.9%,MF,22-310,USA,Union Berlin,https://fbref.com/en/players/5bc43860/Brenden-Aaronson,2131,Attacking Midfield
Robin Gosens,0.33,0.0,0.33,0.33,0.0,0.0,0.17,0.0,0.19,0.19,0.19,0.39,1.84,3.12,7.4,Shooting,1.78,0.61,34.4%,0.19,0.55,12.7,0.0,0.11,0.14,0.14,Passing,37.68,49.09,76.8%,626.27,233.04,19.04,21.37,89.1%,15.31,19.65,77.9%,2.89,5.9,49.1%,0.24,1.22,2.28,1.17,0.72,Pass Types,42.02,6.85,0.17,0.11,0.28,3.01,6.68,0.0,0.0,0.0,0.0,0.22,1.22,Goal and Shot Creation,2.95,2.39,0.11,0.17,0.17,0.11,0.0,0.22,0.17,0.0,0.06,0.0,0.0,0.0,Defense,3.23,1.89,1.56,1.0,0.67,1.56,2.34,66.7%,0.78,1.0,0.11,0.89,1.73,4.95,1.39,0.0,Possession,60.39,2.28,15.81,22.37,22.65,3.51,60.39,1.11,0.45,40.0%,0.56,50.0%,29.05,118.33,59.5,1.22,0.28,1.0,0.17,37.63,Miscellaneous Stats,0.0,1.28,0.5,0.17,0.0,0.0,0.0,4.06,1.39,1.17,54.3%,DF,29-054,GER,Union Berlin,https://fbref.com/en/players/2d970560/Robin-Gosens,1617,Left Midfield
Josip Juranović,0.19,0.19,0.38,0.14,0.05,0.09,0.05,0.0,0.14,0.06,0.19,0.25,1.7,3.96,3.45,Shooting,0.66,0.19,28.6%,0.21,0.75,27.2,0.24,0.09,0.05,0.08,Passing,35.4,50.07,70.7%,649.02,265.33,15.1,17.46,86.5%,15.1,19.3,78.2%,4.44,10.05,44.1%,0.2,2.08,3.3,1.51,0.99,Pass Types,35.25,14.63,2.17,0.05,0.14,6.23,9.72,2.69,1.37,1.18,0.0,0.19,1.6,Goal and Shot Creation,3.21,1.75,1.27,0.0,0.09,0.09,0.0,0.47,0.09,0.28,0.0,0.0,0.09,0.0,Defense,1.27,0.85,0.8,0.33,0.14,0.85,1.51,56.3%,0.66,0.8,0.24,0.57,0.71,1.98,1.79,0.05,Possession,56.78,3.07,14.87,23.97,18.93,0.8,56.68,1.13,0.71,62.5%,0.38,33.3%,26.38,148.19,74.38,0.99,0.09,0.47,0.28,26.52,Miscellaneous Stats,0.0,0.24,0.47,0.19,0.0,0.0,0.0,6.61,0.33,0.42,43.8%,DF,28-012,CRO,Union Berlin,https://fbref.com/en/players/0a084b35/Josip-Juranovic,1907,Right-Back
Christopher Trimmel,0.0,0.2,0.2,0.0,0.0,0.0,0.16,0.0,0.04,0.04,0.2,0.23,1.71,3.58,3.74,Shooting,0.64,0.12,18.8%,0.0,0.0,18.1,0.08,0.06,-0.04,-0.04,Passing,34.15,52.74,64.8%,633.34,280.35,15.36,18.11,84.8%,13.3,17.95,74.1%,4.82,13.65,35.3%,0.21,2.15,2.87,1.67,1.07,Pass Types,35.07,17.24,2.35,0.08,0.04,9.08,10.91,3.98,1.87,1.75,0.04,0.44,1.23,Goal and Shot Creation,3.54,1.87,1.59,0.04,0.0,0.04,0.0,0.28,0.04,0.24,0.0,0.0,0.0,0.0,Defense,1.51,0.88,0.64,0.68,0.2,0.88,1.51,57.9%,0.64,0.6,0.04,0.56,1.19,2.71,2.39,0.04,Possession,60.07,2.83,15.4,25.24,19.94,1.19,60.07,0.76,0.44,57.9%,0.2,26.3%,23.25,118.1,61.9,0.8,0.24,0.8,0.28,26.31,Miscellaneous Stats,0.0,0.88,0.28,0.08,0.0,0.04,0.0,5.33,1.15,0.88,56.9%,DF,36-185,AUT,Union Berlin,https://fbref.com/en/players/056d2d95/Christopher-Trimmel,2261,Right-Back
Jérôme Roussillon,0.0,0.21,0.21,0.0,0.0,0.0,0.14,0.0,0.04,0.04,0.1,0.15,1.52,2.83,3.66,Shooting,0.76,0.14,18.2%,0.0,0.0,23.3,0.0,0.05,-0.04,-0.04,Passing,27.37,39.26,69.7%,436.38,174.88,15.41,19.01,81.1%,9.61,13.13,73.2%,2.0,4.91,40.8%,0.13,0.62,1.59,1.04,0.55,Pass Types,29.52,9.4,0.35,0.14,0.0,3.32,9.06,0.0,0.0,0.0,0.0,0.35,1.11,Goal and Shot Creation,1.8,1.31,0.07,0.35,0.0,0.07,0.0,0.35,0.28,0.0,0.0,0.0,0.07,0.0,Defense,1.31,0.76,0.62,0.55,0.14,0.62,0.9,69.2%,0.28,0.69,0.21,0.48,0.48,1.8,1.52,0.0,Possession,49.35,2.0,13.0,19.91,17.07,0.97,49.35,2.35,1.11,47.1%,1.04,44.1%,22.74,111.01,47.14,0.97,0.41,1.45,0.83,23.99,Miscellaneous Stats,0.0,0.97,1.04,0.0,0.0,0.0,0.0,5.25,0.55,1.18,32.0%,DF,30-234,FRA,Union Berlin,https://fbref.com/en/players/13203c45/Jerome-Roussillon,1302,Left-Back
Sheraldo Becker,0.23,0.2,0.42,0.23,0.0,0.0,0.17,0.0,0.22,0.22,0.17,0.39,3.88,1.39,8.83,Shooting,2.49,0.93,37.5%,0.09,0.24,19.8,0.03,0.09,0.01,0.01,Passing,13.38,22.92,58.4%,225.07,52.29,6.62,9.7,68.2%,4.87,7.89,61.6%,1.44,2.94,49.0%,0.19,1.33,0.65,1.33,0.93,Pass Types,22.18,0.59,0.08,0.08,0.11,4.78,0.28,0.06,0.0,0.0,0.0,0.14,1.36,Goal and Shot Creation,2.83,2.21,0.03,0.2,0.2,0.17,0.03,0.37,0.34,0.0,0.0,0.03,0.0,0.0,Defense,0.57,0.23,0.06,0.23,0.28,0.08,0.48,17.6%,0.4,0.57,0.06,0.51,0.14,0.71,0.23,0.03,Possession,32.11,0.28,2.12,9.42,20.99,4.07,32.11,2.04,0.91,44.4%,0.96,47.2%,21.93,162.43,78.6,1.95,1.56,2.18,1.19,23.62,Miscellaneous Stats,0.0,0.91,0.82,0.79,0.03,0.0,0.0,3.06,0.54,1.87,22.4%,"MF,FW",28-200,SUR,Union Berlin,https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker,3181,Second Striker
Kevin Volland,0.51,0.31,0.82,0.51,0.0,0.0,0.1,0.0,0.29,0.29,0.29,0.56,0.71,3.77,8.36,Shooting,2.34,1.22,52.2%,0.22,0.42,14.8,0.0,0.12,0.22,0.22,Passing,15.39,26.7,57.6%,234.94,93.26,8.66,13.15,65.9%,4.18,6.83,61.2%,1.43,2.65,53.8%,0.12,1.83,2.14,1.02,0.0,Pass Types,26.09,0.31,0.1,0.2,0.2,1.22,0.1,0.0,0.0,0.0,0.0,0.31,2.04,Goal and Shot Creation,2.34,2.04,0.1,0.0,0.0,0.1,0.1,0.41,0.31,0.0,0.0,0.0,0.1,0.0,Defense,0.92,0.71,0.1,0.71,0.1,0.31,1.12,27.3%,0.82,1.12,0.1,1.02,0.2,1.12,0.1,0.0,Possession,37.2,0.51,1.94,16.82,18.75,5.3,37.2,0.51,0.1,20.0%,0.31,60.0%,28.64,138.31,33.23,0.71,0.51,3.06,1.02,29.56,Miscellaneous Stats,0.0,2.96,1.73,0.82,0.1,0.0,0.0,3.77,1.83,2.55,41.9%,"FW,MF",31-029,GER,Union Berlin,https://fbref.com/en/players/64f69877/Kevin-Volland,883,Second Striker
Jordan Pefok,0.12,0.06,0.18,0.12,0.0,0.12,0.18,0.0,0.29,0.19,0.11,0.3,0.24,1.61,3.1,Shooting,1.97,0.3,15.2%,0.06,0.4,12.1,0.0,0.1,-0.17,-0.07,Passing,10.27,18.32,56.0%,125.93,38.26,6.8,9.79,69.5%,2.21,4.77,46.3%,0.36,0.9,40.0%,0.08,1.07,1.19,0.48,0.0,Pass Types,17.79,0.48,0.06,0.12,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.06,0.42,Goal and Shot Creation,1.85,1.43,0.0,0.0,0.18,0.24,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,Defense,0.84,0.42,0.12,0.3,0.42,0.12,0.66,18.2%,0.54,1.13,0.3,0.84,0.18,1.01,1.01,0.0,Possession,30.97,1.37,3.46,13.07,14.68,4.6,30.86,1.07,0.66,61.1%,0.36,33.3%,13.37,43.81,11.16,0.3,0.12,3.16,1.79,21.07,Miscellaneous Stats,0.0,2.63,1.13,0.72,0.0,0.0,0.0,2.51,5.79,5.67,50.5%,FW,27-124,USA,Union Berlin,https://fbref.com/en/players/b684a484/Jordan-Pefok,1508,Centre-Forward
Miloš Pantović,0.23,0.18,0.41,0.18,0.06,0.06,0.12,0.0,0.35,0.31,0.23,0.53,1.23,2.64,4.81,Shooting,1.29,0.59,45.5%,0.14,0.3,18.0,0.0,0.24,-0.12,-0.13,Passing,19.02,29.94,63.5%,327.53,116.77,9.1,12.21,74.5%,6.63,10.16,65.3%,2.47,5.23,47.2%,0.26,1.94,2.17,1.06,0.23,Pass Types,26.24,3.52,1.0,0.12,0.12,3.52,0.41,1.7,0.59,0.82,0.0,0.18,0.65,Goal and Shot Creation,3.17,2.05,0.7,0.0,0.18,0.18,0.06,0.41,0.35,0.0,0.0,0.06,0.0,0.0,Defense,1.12,0.59,0.47,0.41,0.23,0.35,1.47,24.0%,1.12,1.53,0.23,1.29,1.06,2.17,0.82,0.0,Possession,39.8,1.41,7.28,17.91,14.91,2.52,39.75,0.88,0.35,40.0%,0.47,53.3%,18.2,84.42,44.74,1.06,0.47,1.88,0.7,23.01,Miscellaneous Stats,0.0,1.47,1.88,0.47,0.0,0.06,0.0,5.23,0.65,1.59,28.9%,MF,27-052,SRB,Union Berlin,https://fbref.com/en/players/5dc15574/Milos-Pantovic,1533,Attacking Midfield
Paul Jaeckel,0.08,0.0,0.08,0.08,0.0,0.0,0.3,0.08,0.01,0.01,0.02,0.03,0.53,3.25,0.91,Shooting,0.15,0.15,100.0%,0.5,0.5,11.3,0.0,0.07,0.07,0.07,Passing,43.87,54.15,81.0%,866.95,325.44,14.45,15.81,91.4%,24.35,27.45,88.7%,4.76,9.23,51.6%,0.08,0.3,4.39,0.53,0.23,Pass Types,52.64,1.29,0.83,0.08,0.23,0.61,0.45,0.0,0.0,0.0,0.0,0.23,0.76,Goal and Shot Creation,1.29,1.06,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.82,1.36,0.76,0.83,0.23,1.29,2.42,53.1%,1.13,0.98,0.38,0.61,1.36,3.18,2.65,0.08,Possession,63.08,4.01,27.91,31.46,4.31,0.38,63.08,0.83,0.61,72.7%,0.23,27.3%,37.36,162.61,86.97,0.76,0.0,0.38,0.3,42.58,Miscellaneous Stats,0.08,0.83,0.23,0.0,0.0,0.0,0.0,5.75,1.44,1.66,46.3%,DF,25-037,GER,Union Berlin,https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel,1190,Centre-Back
David Alaba,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.05,0.1,0.92,3.24,2.56,Shooting,0.72,0.24,33.3%,0.0,0.0,21.0,0.31,0.06,-0.04,-0.04,Passing,52.85,60.26,87.7%,788.73,284.65,29.33,30.69,95.6%,18.74,21.41,87.6%,2.63,5.02,52.4%,0.09,0.79,3.55,0.41,0.17,Pass Types,55.0,4.98,1.98,0.14,0.2,1.67,1.88,0.38,0.17,0.17,0.0,0.27,0.44,Goal and Shot Creation,1.37,1.02,0.27,0.03,0.03,0.0,0.0,0.14,0.07,0.07,0.0,0.0,0.0,0.0,Defense,0.82,0.51,0.34,0.34,0.14,0.48,0.89,53.8%,0.41,0.99,0.58,0.41,0.75,1.57,1.84,0.0,Possession,66.37,7.55,27.83,28.03,11.1,1.09,66.37,0.2,0.17,83.3%,0.03,16.7%,41.31,191.13,110.25,1.06,0.17,0.48,0.2,48.04,Miscellaneous Stats,0.0,0.41,0.1,0.0,0.0,0.03,0.0,4.61,0.48,0.58,45.2%,DF,31-065,AUT,Real Madrid,https://fbref.com/en/players/05439de2/David-Alaba,2636,Centre-Back
Dani Carvajal,0.0,0.16,0.16,0.0,0.0,0.0,0.32,0.03,0.04,0.04,0.13,0.17,1.2,3.25,6.6,Shooting,0.47,0.03,6.7%,0.0,0.0,16.5,0.0,0.08,-0.04,-0.04,Passing,56.93,66.81,85.2%,902.78,199.93,30.52,33.11,92.2%,20.82,24.04,86.6%,4.11,6.16,66.7%,0.14,1.23,2.62,1.11,0.35,Pass Types,58.79,7.96,0.92,0.13,0.32,2.43,7.01,0.03,0.0,0.0,0.0,0.06,1.3,Goal and Shot Creation,2.18,2.02,0.03,0.0,0.03,0.06,0.03,0.09,0.09,0.0,0.0,0.0,0.0,0.0,Defense,1.9,1.11,0.88,0.73,0.28,1.11,1.96,56.5%,0.85,1.26,0.32,0.95,0.79,2.69,2.46,0.0,Possession,76.61,4.3,21.29,30.42,25.21,1.83,76.61,0.95,0.32,33.3%,0.44,46.7%,43.18,160.67,77.11,1.52,0.13,1.07,0.41,51.97,Miscellaneous Stats,0.03,1.14,0.82,0.19,0.0,0.03,0.0,5.24,0.57,0.47,54.5%,DF,31-229,ESP,Real Madrid,https://fbref.com/en/players/4958bfb2/Dani-Carvajal,2849,Right-Back
Federico Valverde,0.21,0.18,0.39,0.21,0.0,0.0,0.05,0.0,0.15,0.15,0.23,0.38,3.11,5.6,4.6,Shooting,2.34,0.67,28.6%,0.09,0.31,22.8,0.1,0.07,0.05,0.05,Passing,51.44,58.92,87.3%,752.29,164.52,31.83,33.8,94.1%,14.11,16.5,85.5%,3.68,5.04,73.0%,0.2,1.57,4.58,1.7,0.23,Pass Types,58.07,0.67,0.28,0.15,0.87,1.23,0.36,0.0,0.0,0.0,0.0,0.18,0.93,Goal and Shot Creation,3.24,2.85,0.0,0.1,0.18,0.03,0.08,0.51,0.41,0.0,0.05,0.05,0.0,0.0,Defense,1.31,0.75,0.49,0.51,0.31,0.59,1.16,51.1%,0.57,1.18,0.13,1.05,0.95,2.26,0.82,0.0,Possession,68.66,1.47,8.95,33.03,27.33,2.08,68.66,1.54,1.03,66.7%,0.39,25.0%,43.62,253.65,135.6,2.67,0.36,1.03,0.39,53.88,Miscellaneous Stats,0.0,0.51,0.46,0.15,0.0,0.0,0.0,4.6,0.98,0.39,71.7%,MF,25-037,URU,Real Madrid,https://fbref.com/en/players/0959c2a2/Federico-Valverde,3501,Central Midfield
Jude Bellingham,0.45,0.17,0.61,0.42,0.03,0.03,0.25,0.0,0.26,0.24,0.13,0.37,3.05,7.85,4.61,Shooting,2.1,0.84,40.0%,0.2,0.5,17.0,0.06,0.11,0.19,0.18,Passing,43.78,53.45,81.9%,757.81,232.56,21.04,24.03,87.6%,15.9,18.55,85.7%,5.2,7.04,73.8%,0.16,1.17,6.29,1.43,0.08,Pass Types,51.64,1.62,0.95,0.36,1.03,0.98,0.48,0.03,0.0,0.0,0.0,0.2,1.12,Goal and Shot Creation,4.0,2.99,0.0,0.48,0.22,0.28,0.03,0.61,0.45,0.0,0.08,0.03,0.06,0.0,Defense,2.38,1.31,0.98,1.03,0.36,1.17,1.79,65.6%,0.61,1.82,0.25,1.56,1.17,3.55,1.06,0.0,Possession,68.57,1.9,11.2,38.14,20.03,3.69,68.54,4.61,2.49,53.9%,1.43,30.9%,44.71,256.53,127.27,1.59,0.75,2.26,1.68,52.0,Miscellaneous Stats,0.0,1.26,2.51,0.08,0.06,0.0,0.0,5.7,1.09,1.43,43.3%,MF,20-060,ENG,Real Madrid,https://fbref.com/en/players/57d88cf9/Jude-Bellingham,3221,Central Midfield
Fran Garcia,0.05,0.08,0.13,0.05,0.0,0.0,0.03,0.0,0.04,0.04,0.04,0.08,4.69,3.84,4.43,Shooting,0.85,0.29,34.4%,0.06,0.18,26.8,0.0,0.04,0.02,0.02,Passing,43.52,55.23,78.8%,694.74,221.34,22.18,24.25,91.5%,17.62,21.39,82.4%,2.73,6.39,42.7%,0.05,0.74,3.66,0.77,0.64,Pass Types,45.27,9.81,0.66,0.05,0.27,3.92,9.14,0.0,0.0,0.0,0.0,0.16,1.56,Goal and Shot Creation,1.93,1.54,0.13,0.08,0.03,0.05,0.11,0.24,0.16,0.03,0.03,0.0,0.03,0.0,Defense,2.31,1.46,1.46,0.66,0.19,1.48,2.65,56.0%,1.17,1.22,0.19,1.03,1.11,3.42,1.86,0.0,Possession,65.22,2.7,17.54,29.31,19.48,0.74,65.22,1.78,0.82,46.3%,0.77,43.3%,36.63,256.88,163.46,3.52,0.34,1.3,0.34,38.4,Miscellaneous Stats,0.0,0.66,0.72,0.16,0.0,0.05,0.0,6.15,0.21,0.61,25.8%,DF,24-014,ESP,Real Madrid,https://fbref.com/en/players/7226539b/Fran-Garcia,3396,Left-Back
Aurélien Tchouaméni,0.0,0.11,0.11,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.06,0.13,1.76,6.41,0.95,Shooting,1.62,0.32,19.6%,0.0,0.0,21.3,0.0,0.05,-0.07,-0.07,Passing,68.16,73.34,92.9%,1088.84,335.87,34.52,36.39,94.9%,27.97,29.66,94.3%,4.16,4.9,84.9%,0.08,0.6,7.01,0.49,0.04,Pass Types,71.61,1.69,1.66,0.25,0.28,0.56,0.04,0.0,0.0,0.0,0.0,0.04,0.42,Goal and Shot Creation,2.25,1.94,0.04,0.07,0.14,0.07,0.0,0.39,0.35,0.0,0.0,0.0,0.04,0.0,Defense,2.64,1.69,0.92,1.48,0.25,0.99,1.55,63.6%,0.56,0.92,0.25,0.67,1.94,4.58,1.9,0.0,Possession,85.21,3.59,18.78,54.07,12.96,1.23,85.21,1.41,1.06,75.0%,0.21,15.0%,56.47,293.14,141.08,1.66,0.14,1.09,0.6,65.8,Miscellaneous Stats,0.0,1.23,1.41,0.0,0.0,0.0,0.0,5.35,1.97,0.99,66.7%,MF,23-213,FRA,Real Madrid,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,2555,Defensive Midfield
Rodrygo,0.4,0.24,0.63,0.32,0.08,0.11,0.11,0.0,0.52,0.44,0.21,0.65,5.13,2.83,9.94,Shooting,3.33,1.14,34.1%,0.1,0.28,16.3,0.24,0.13,-0.12,-0.12,Passing,34.26,39.49,86.7%,394.33,76.31,24.24,26.25,92.3%,5.79,7.03,82.3%,1.11,1.53,72.4%,0.2,1.67,2.33,1.0,0.11,Pass Types,37.45,1.77,0.21,0.16,0.26,0.95,0.26,0.63,0.11,0.13,0.0,0.26,0.87,Goal and Shot Creation,4.65,2.7,0.19,0.93,0.32,0.5,0.03,0.77,0.42,0.0,0.21,0.03,0.11,0.0,Defense,0.63,0.34,0.16,0.26,0.21,0.19,0.87,21.2%,0.69,0.98,0.11,0.87,0.48,1.11,0.29,0.0,Possession,52.39,0.42,2.56,20.56,29.95,7.14,52.28,5.87,2.78,47.3%,2.41,41.0%,37.9,237.59,128.09,2.83,2.75,2.17,1.24,44.3,Miscellaneous Stats,0.0,0.63,1.67,0.34,0.11,0.0,0.0,2.48,0.53,0.93,36.4%,FW,22-231,BRA,Real Madrid,https://fbref.com/en/players/8f5e92a6/Rodrygo,3405,Right Winger
Vinicius Júnior,0.39,0.34,0.72,0.39,0.0,0.0,0.27,0.02,0.37,0.37,0.28,0.64,6.72,2.46,14.35,Shooting,2.66,1.28,48.2%,0.15,0.3,15.5,0.0,0.14,0.02,0.02,Passing,28.36,37.08,76.5%,374.66,76.69,18.6,21.23,87.6%,6.33,8.31,76.2%,1.52,2.75,55.3%,0.27,1.76,0.99,1.09,0.1,Pass Types,35.77,1.14,0.22,0.17,0.48,2.05,0.65,0.19,0.0,0.0,0.0,0.17,1.84,Goal and Shot Creation,4.95,3.07,0.02,0.94,0.29,0.6,0.02,0.63,0.41,0.0,0.07,0.1,0.02,0.02,Defense,0.87,0.63,0.39,0.34,0.14,0.41,1.16,35.4%,0.75,0.75,0.02,0.72,0.12,0.99,0.07,0.0,Possession,54.18,0.12,3.57,14.95,36.45,8.09,54.18,10.1,3.96,39.2%,4.86,48.1%,42.78,341.4,178.55,3.5,4.25,3.07,1.88,46.14,Miscellaneous Stats,0.0,1.45,3.53,0.7,0.02,0.0,0.0,3.31,0.07,0.14,33.3%,FW,23-047,BRA,Real Madrid,https://fbref.com/en/players/7111d552/Vinicius-Junior,3726,Left Winger
